SAMBAT_40001_20230818_150652.csv
"SAMBAT Sea Ti  C/T/D/Odo/Fluo/pH GPS"
"sn :";40001
"Cadence d'enregistrement :";"900 s"

Date;"Pression (0/50) (dba)";"Température (-5/35) (°C)";"Salinité (2/42) (g/l)";"Oxygène (0/20) (mgl)";"PH (0/14) (pH)";"Fluorescence (0/500) (ppb)";"Tension batterie (V)"
"31/07/2023 07:05:48";0,69;26,22;39,27;7,97;8,26;1,11;10,95
"31/07/2023 07:20:48";0,80;26,21;39,29;7,97;8,26;0,88;10,96
"31/07/2023 07:35:48";0,77;26,21;39,30;7,97;8,26;0,97;10,96
"31/07/2023 07:50:48";0,76;26,21;38,96;7,96;8,26;0,99;10,94
"31/07/2023 08:05:48";0,78;26,22;39,28;7,96;8,26;1,10;10,95
"31/07/2023 08:20:48";0,74;26,23;39,31;7,96;8,26;0,76;10,95
"31/07/2023 08:35:48";0,78;26,23;39,28;7,96;8,26;1,00;10,96
"31/07/2023 08:50:48";0,73;26,25;39,30;7,95;8,26;0,80;10,94
"31/07/2023 09:05:48";0,73;26,28;39,30;7,95;8,26;0,60;10,95
"31/07/2023 09:20:48";0,75;26,30;39,29;7,94;8,26;0,97;10,95
"31/07/2023 09:35:48";0,73;26,31;27,06;7,94;8,26;0,78;10,96
"31/07/2023 09:50:48";0,74;26,33;35,40;7,94;8,26;1,09;10,94
"31/07/2023 10:05:48";0,72;26,36;39,35;7,94;8,26;0,97;10,95
"31/07/2023 10:20:48";0,75;26,40;39,30;7,93;8,27;0,83;10,96
"31/07/2023 10:35:48";0,76;26,42;39,30;7,93;8,26;1,00;10,96
"31/07/2023 10:50:48";0,85;26,46;39,29;7,92;8,27;0,90;10,94
"31/07/2023 11:05:48";0,79;26,47;39,31;7,92;8,26;0,61;10,95
"31/07/2023 11:20:48";0,72;26,47;39,30;7,92;8,26;0,73;10,96
"31/07/2023 11:35:48";0,76;26,49;39,29;7,92;8,26;0,86;10,96
"31/07/2023 11:50:48";0,75;26,51;39,30;7,92;8,26;0,64;10,95
"31/07/2023 12:05:48";0,83;26,49;39,32;7,92;8,26;0,95;10,96
"31/07/2023 12:20:48";0,75;26,49;38,55;7,92;8,26;0,78;10,96
"31/07/2023 12:35:48";0,76;26,52;39,34;7,92;8,26;0,71;10,96
"31/07/2023 12:50:48";0,74;26,54;39,33;7,91;8,26;0,83;10,94
"31/07/2023 13:05:48";0,71;26,59;39,32;7,91;8,26;0,55;10,95
"31/07/2023 13:20:48";0,79;26,60;39,32;7,91;8,26;0,77;10,96
"31/07/2023 13:35:48";0,66;26,64;39,33;7,90;8,27;0,46;10,96
"31/07/2023 13:50:48";0,77;26,69;39,33;7,89;8,27;1,06;10,94
"31/07/2023 14:05:48";0,79;26,72;39,33;7,88;8,27;0,67;10,96
"31/07/2023 14:20:48";0,68;26,76;39,34;7,87;8,27;0,67;10,96
"31/07/2023 14:35:48";0,67;26,79;39,30;7,87;8,27;0,81;10,96
"31/07/2023 14:50:48";0,78;26,84;39,33;7,86;8,27;0,74;10,95
"31/07/2023 15:05:48";0,82;26,84;39,34;7,86;8,26;0,95;10,96
"31/07/2023 15:20:48";0,78;26,85;39,31;7,86;8,26;0,62;10,93
"31/07/2023 15:07:31";0,75;26,86;39,33;7,86;8,26;0,91;10,84
"31/07/2023 15:22:31";0,70;26,86;39,01;7,86;8,26;0,84;10,95
"31/07/2023 15:37:31";0,77;26,94;39,33;7,84;8,27;0,58;10,96
"31/07/2023 15:52:31";0,72;27,00;39,35;7,82;8,26;1,21;10,95
"31/07/2023 16:07:31";0,80;26,96;39,33;7,83;8,26;0,85;10,96
"31/07/2023 16:22:31";0,76;26,93;39,31;7,84;8,26;1,22;10,96
"31/07/2023 16:37:31";0,68;26,98;39,32;7,83;8,26;0,99;10,96
"31/07/2023 16:52:31";0,73;26,96;39,28;7,84;8,26;1,15;10,95
"31/07/2023 17:07:31";0,77;26,91;39,32;7,84;8,26;1,17;10,96
"31/07/2023 17:22:31";0,74;26,94;39,30;7,84;8,26;1,05;10,96
"31/07/2023 17:37:31";0,70;26,91;39,31;7,84;8,26;1,18;10,96
"31/07/2023 17:52:31";0,74;26,87;39,33;7,85;8,26;1,04;10,95
"31/07/2023 18:07:31";0,68;26,83;39,30;7,86;8,25;1,13;10,96
"31/07/2023 18:22:31";0,63;26,79;39,29;7,86;8,25;1,23;10,96
"31/07/2023 18:37:31";0,72;26,77;39,32;7,86;8,25;1,15;10,96
"31/07/2023 18:52:31";0,77;26,80;39,20;7,86;8,25;1,12;10,95
